groupID,artifactID,date,tags,numberUsages,maxUsage,latestVersion
org.gebish,geb-easyb,19-10-2013,,5,0,0.9.2
com.uphyca,android-junit4-parent,6-7-2014,testing junit android,2,0,0.5
com.trueaccord.scalapb,scalapbc_2.12,5-2-2018,,22,1,0.6.7
com.github.frist008,nixloader,15-9-2016,github android,14,2,1.0.14
com.github.vo-hong-thanh,rssalib-with-dependencies-1.0.1,22-4-2020,github,1,0,1.0.1
com.meschbach.psi,salutator-test,10-3-2011,testing,1,0,2.4
org.wso2.carbon.data,org.wso2.carbon.dataservices.task,11-8-2020,data,154,1,4.5.1508
org.metafacture,metafacture-framework,19-11-2019,framework,5,24,5.1.0
com.launchdarkly,launchdarkly-client-consul-store,15-1-2019,client consul,1,0,1.0.0
ch.exense.step,base-artefacts,12-2-2020,,20,4,3.10.3
com.github.j5ik2o,reactive-aws-common-project_2.11,6-7-2020,github amazon aws reactive,18,0,1.2.6
com.github.m4schini,FancyLog,27-5-2019,github,6,0,2.3.1
br.com.thiagomoreira.liferay.plugins.markdown-display-app,markdown-display-portlet,30-9-2019,plugin portlet markdown,4,0,3.0.0
com.aiwuyu.commons,aiwuyu-server-sdk,25-4-2019,server sdk,2,0,1.0.1
org.wandledi,wandledi,7-4-2012,,1,1,0.9.0
org.opendaylight.vtn,manager.northbound.integrationtest,30-7-2015,manager,7,0,0.2.4-Helium-SR4
org.commonjava.qarqas,qarqas-test-harness,19-1-2013,testing,2,10,0.3
org.qi4j.library,org.qi4j.library.locking,31-7-2015,locking library,1,8,2.1
com.github.yoojia,halo-upload,2-9-2015,github,5,0,1.1.0
me.geso,tinyorm,23-3-2020,,35,0,1.14.5
com.compstak,kafka-streams4s-testing_2.12,6-8-2020,testing kafka streaming,5,1,0.10.3
org.json4s,json4s-native_2.8.1,30-12-2012,json native,2,16,3.1.0
org.odpi.egeria,ui-admin-services-spring,13-2-2020,service admin spring ui,4,1,1.4
com.genesys,statistics,25-7-2020,stats,333,0,9.0.45
io.ktor,ktor-client-json-macosx64,10-8-2020,json client io,19,2,1.3.2-1.4.0-rc
com.qspin.qtaste,ControlScriptBuilderAddOn,21-2-2014,,4,0,2.2.1
com.ofwiki,pagehelper-spring-boot-starter,26-12-2019,spring starter,1,0,0.0.1
com.github.philcali,monido-app_2.8.1,3-11-2014,github,2,0,0.0.4
net.sf.javaprinciples.membership,membership-client,9-5-2014,client webapp web application,3,0,1.0.2
net.sourceforge.jplasma,core-lapack,16-6-2012,,1,2,0.1
fr.myprysm.vertx,vertx-utils,20-6-2018,vertx,2,0,0.1.3
int.esa.nmf.mission.simulator,nmf-library,30-4-2018,library,1,0,1.2.0
com.io7m.junsigned,com.io7m.junsigned.ranges,7-12-2017,io,2,2,2.0.0
io.kamon,kamon-cats-io_2.11,22-7-2020,io,9,0,2.1.4
org.specs2,specs2-form_2.11.0-RC4,17-4-2014,forms specs testing,2,1,2.3.11
org.scalaz,deriving-plugin_2.13.0,27-3-2020,plugin scalaz scala functional,4,0,2.0.0-M5
com.facebook.stetho,stetho-js-rhino,18-3-2019,scripting javascript facebook android,8,4,1.5.1
org.asyncflows,asyncflows-core,15-10-2019,,2,3,0.1.1
org.wartremover,wartremover_2.12.10,13-7-2020,,8,3,2.4.10
it.unibo.tuprolog,parser-theory-metadata,7-7-2020,parser metadata,3,1,0.11.1
io.jeo,jeo-sql,28-4-2016,io sql,2,3,0.7
com.hbm,devscan,4-2-2019,,11,0,2.2.0
com.btmatthews.jaxb2_commons,jaxb2-commons,21-9-2013,xml binding,1,0,1.0.0
com.github.cafapi.cipher,cipher-jasypt,23-10-2019,github,17,0,1.17.0-201
com.lonelystorm.air,air-ui,17-3-2015,ui,9,0,0.1.8
fr.inria.powerapi.formula,formula-mem-api,22-3-2013,api,1,1,1.5
com.opsgenie.sirocco,sirocco-warmup,12-2-2018,,14,0,2.0.0
org.wso2.carbon.ml,org.wso2.carbon.ml.mediator.predict.feature,14-3-2018,,4,0,1.2.8
org.ow2.jonas.jpaas.util.cloud-desc,environment-template-topology-datasource,23-10-2012,cloud template datasource data,1,1,1.0-M1
com.github.mkorman9.districron,districron,14-3-2017,github scheduling,2,0,1.0.101
com.uber.motif,motif-models,8-4-2020,model,19,2,0.3.3
com.sandpolis,sandpolis-core-proto,1-2-2020,protocol,8,15,6.1.0
org.bluestemsoftware.open.eoa.ext,axis-server-feature,21-11-2010,server,6,0,0.8.5.0
org.oiue.services,org.oiue.service.sql.apache,15-7-2017,service sql apache,2,0,1.0.1
net.java.truevfs,truevfs-ext-pacemaker_2.13,25-10-2019,,2,1,0.12.2
org.dkpro.tc,dkpro-tc-api-features,16-3-2019,api,6,15,1.1.0
springframework,spring-mock,15-11-2005,spring mock,17,9,1.2.6
io.andromeda,fragments-parent,30-10-2018,io,13,0,0.0.22
org.opendaylight.openflowplugin,features-openflowplugin-he,27-4-2018,,10,2,0.4.4-Carbon
com.clicksend,ClickSend,20-7-2017,,1,0,3.1.1
com.memtrip.cucumber.smoothie,gherkin-binding,16-5-2017,binding,3,1,1.0.3
barsuift.simLife,barsuift-simlife,15-8-2011,,5,0,0.0.5
com.idealista,format-preserving-encryption,2-10-2017,cryptography,1,1,1.0.0
ws.unfiltered,unfiltered-util_2.10,6-4-2017,,3,3,0.9.1
com.addplus9,addplus_core,30-6-2020,,5,5,1.1.0
io.github.sugakandrey,scalamu_2.12,9-11-2017,io github,2,0,0.1.1
com.liferay.maven,plugins,30-5-2019,plugin maven build build-system,43,0,7.0.0-m2
org.opendaylight.didm,didm-ovs-aggregator,20-10-2016,aggregation,5,0,0.2.4-Berylli...
com.holon-platform.mongo,holon-starter-mongo-datastore,15-7-2020,persistence starter platform mongodb,11,0,5.5.0
org.netbeans.modules,org-netbeans-modules-java-hints,6-8-2020,module ide netbeans,9,5,RELEASE120-1
eu.benschroeder,test-suite-testng,17-7-2020,testing testng,3,0,0.3
com.thoughtworks.dsl,keywords-withfilter_sjs0.6_2.11,18-7-2020,dsl,150,1,1.5.3+18-bc55...
org.specs2,specs2-mock_2.13.0-M2,1-12-2017,mock specs testing mocking,3,12,4.0.2
com.ebuddy.cassandra,core,11-11-2013,cassandra database,8,2,2.4.2
com.oath.microservices,micro-async-data-loader,29-10-2019,loader data asynchronous microservices,11,0,1.2.3
org.flowable,flowable-ui-idm-app,22-1-2020,ui webapp web application,14,0,6.5.0
com.documents4j,documents4j-aggregation,9-8-2020,aggregation,9,0,1.1.4
com.github.ChristianNHenriksen,KotlinJson,20-9-2016,github,1,0,1.0
com.github.pureconfig,pureconfig-javax_2.12,27-6-2020,github,17,0,0.13.0
com.vladmihalcea.flexy-pool,flexy-vibur,17-12-2019,pooling,17,0,2.2.1
com.tkroman,puree-api_2.11,15-7-2019,api,4,1,0.0.11
com.github.japgolly.microlibs,test-util_sjs0.6_2.11,1-6-2019,github testing,20,15,1.20
net.open-esb.core,base,25-1-2016,esb,4,14,2.4.3
com.walinns.walinnsapi,walinnsapi,21-6-2018,android,3,0,1.0.8
org.osgi,org.osgi.service.prefs,18-8-2015,service osgi,1,2,1.1.1
org.hspconsortium.bilirubin,hspc-bilirubin-app,7-3-2016,webapp web application,2,0,0.10
io.mraa.at.upm,upm_bh1750,5-12-2018,io android,6,0,1.7.1
com.io7m.jcanephora,io7m-jcanephora-documentation,27-12-2016,doc io,19,0,0.53.1
org.duracloud,durastore,4-4-2020,webapp web application,53,1,6.2.0
org.mockito,mockito-scala-scalaz_2.13.0-RC3,10-6-2019,scala mock scalaz,6,0,1.5.8
com.typesafe.akka,akka-slf4j_2.13.0-M3,28-9-2018,actor logging akka distributed concurrency typesafe slf4j,7,102,2.5.17
com.squarespace.cldr,cldr-core,15-5-2018,,20,2,0.0.26
gov.nih.ncats,molwitch-cdk,26-6-2020,,4,1,1.0.3
com.conversantmedia,mara-test,13-1-2016,testing,3,1,0.9.6
org.openbase.bco,registry.unit,8-5-2018,registry,32,0,1.6.8
io.mraa.at.upm,upm_maxsonarez,28-2-2018,io android,4,0,1.6.0
org.julienrf,faithful-cats_sjs0.6_2.12,11-9-2019,,4,0,2.0.0
org.gwtmultipage,gwtmultipage-core,19-7-2010,,1,0,1.0.0.Beta5
com.typesafe.akka,akka-sample-hello-kernel_2.10.0-RC2,8-11-2012,actor akka distributed concurrency typesafe example,1,0,2.1.0-RC2
uk.gov.hmrc,play-breadcrumb_2.11,13-3-2015,,3,1,0.1.2
com.github.vinitsolanki,core-java-utils,15-7-2020,github,1,0,0.0.1
com.thorstenmarx.modules,modules,10-6-2020,module,10,0,2.8.0
com.github.prologdb,runtime,9-12-2017,github runtime,1,0,1.0.0-RC1
org.securegraph.examples,aggregations,15-4-2015,example,5,0,0.9.1
org.pac4j,play-pac4j-parent,13-5-2020,,16,0,10.0.1
org.scalactic,scalactic_sjs0.6_2.12.0-M3,18-11-2015,,1,1,3.0.0-M12
net.exoego,aws-sdk-scalajs-facade-s3control_sjs1_2.12,18-7-2020,aws amazon scalajs sdk scala,3,1,0.31.0-v2.731.0
cn.tenfell,cn-tenfell-tools-generator,22-10-2019,generator tools,4,1,1.0.3
org.ovirt.engine.api,model,30-6-2020,model api engine,171,0,4.4.17
io.dropwizard.modules,dropwizard-java8-jdbi,28-10-2015,module io,6,1,0.9.0-1
com.bacoder.jgit,org.eclipse.jgit.java7,7-9-2013,eclipse git,2,1,3.1.0-2013090...
com.puresoltechnologies.commons,math,5-8-2019,math,1,0,0.8.0
cloud.altemista.fwk.amazon,cloud-altemistafwk-core-amazon-s3,26-3-2020,aws s3 amazon cloud,3,2,3.1.0.RELEASE
de.flapdoodle.embedmongo,de.flapdoodle.embedmongo,9-8-2012,,18,4,1.18
io.eels,eel-elasticsearch_2.12,9-8-2017,elasticsearch elastic search io,7,0,1.2.4
pl.raszkowski,sport-trackers-connector,30-11-2016,connector,4,0,0.1.0-alpha4
net.liftmodules,fobo-angularjs_2.6_2.9.1,4-10-2016,angular angularjs,9,1,1.7
com.ineunet,knife-timer,31-8-2018,,3,0,2.7.2
com.github.kalessine,sdmx-sax-parser,20-3-2020,github parser,1,0,0.2
com.github.greatjapa,heelflip,14-6-2017,github,5,0,1.4
sh.platform.archetype,payara,7-2-2020,platform archetype,1,0,0.0.1
be.yildiz-games,common-git,6-12-2019,scm git gaming,6,2,1.0.5
org.scalameta,scalameta_sjs0.6_2.13,24-4-2020,scala,15,29,4.3.10
com.clusterra,pmbok-term,6-6-2015,,4,3,1.0.5.RELEASE
io.nosqlbench,driver-http,10-8-2020,driver io http,34,1,3.12.138
com.alibaba.otter,canal.parse.dbsync,2-9-2019,,30,2,1.1.4
com.github.advantageous,qbit-vertx,11-12-2015,github vertx,32,5,0.9.2-RC14
com.typesafe.akka,akka-cluster_2.11.0-RC3,20-3-2014,actor akka cluster distributed concurrency typesafe,1,6,2.3.0
com.jeromeloisel,db-scroll-api,31-10-2017,api,1,2,5.6.3
com.cognifide.slice-addon,slice-cq55-assembly,24-2-2014,assembly,2,0,1.0.1
org.symphonyoss.symphony.tools.rest,org.symphonyoss.symphony.tools.rest.ui,18-10-2017,plugin rest eclipse tools ui,1,0,0.1.6
org.odpi.egeria,information-view-spring,1-8-2020,spring view,13,2,2.1
com.insightml,insight-ml-nlp,29-10-2017,nlp,4,0,2.0.0
se.mdh.driftavbrott,mdh-driftavbrott-ws-client,27-3-2020,client,5,1,2.4.0
net.simonvt.menudrawer,menudrawer,13-3-2014,android,7,2,3.0.6
net.servicegrid,jp.go.nict.langrid.client,8-7-2015,client,8,8,1.0.7
com.viajobien,scala-pdf_2.10,8-8-2018,pdf scala,2,0,0.1.1
org.specs2,scalaz-core_2.10.1-RC1,12-2-2013,scalaz scala specs testing,1,8,7.0.0
com.github.haifengl,smile-scala_2.13,23-7-2020,github scala,9,1,2.5.0
struts,struts-html-el,23-12-2005,web-framework html,4,0,1.2.8
io.buoyant,istio-proto_2.12,10-6-2020,protocol io,32,3,1.7.4
com.47deg,classy-cats_2.12,27-4-2017,,1,0,0.4.0
org.eclipse.microprofile.opentracing,microprofile-opentracing-parent,3-8-2020,eclipse tracing,17,0,2.0-RC2
com.belerweb,qq-connect,9-8-2013,,3,0,1.0.2
uy.kohesive.klutter,klutter-netflix-graph,1-7-2020,graph,17,0,3.0.0
de.neuland-bfi,assertj-logging-logback,21-5-2020,logging,1,0,0.1
io.payworks.labs.tcpmocker,tcp-mocker-app,7-4-2020,network tcp io,9,1,1.0.218.RELEASE
com.surevine,ews-java-api,20-5-2019,api,15,0,2.15
com.xfvape.swagger,swagger-spring-boot-autoconfigure,29-3-2018,config spring api swagger,1,1,0.0.4-RELEASE
com.kagurabi.contrib,kaugra-rest-connector,25-1-2018,rest connector,1,0,1.6
cd.connect.composites.java,connect-composite-test,10-7-2017,testing,1,0,1.1
co.touchlab,sqliter-iosarm64,24-6-2020,,20,1,0.6.9-1.4-M2
com.github.oneyx,swagger-spring-boot-starter,1-2-2018,github spring swagger api starter,2,0,1.0.1
org.antframework.boot,ant-boot-starter-jpa,2-4-2020,ant persistence jpa starter,13,2,2.2.1.RELEASE
com.aamend.spark,archetype,30-1-2020,archetype spark maven,1,0,1.0
com.github.gvolpe,http4s-auth_2.11,18-4-2017,github authentication http,1,1,0.1
org.itechet,resteasy-demo-01-model,12-12-2015,example model,3,1,1.0.9
org.codehaus.griffon.plugins,griffon-mail-plugin,5-9-2017,plugin mail codehaus,1,0,1.0.0
se.digiplant,play-res_2.9.1,22-4-2013,,2,1,1.0.1
org.walkerljl,orgwalkerljl-commons,25-11-2016,,1,0,1.2.0
colt,colt,20-10-2010,match vector matrix,2,172,1.2.0
com.github.finagle,finchx-circe_2.13,10-3-2020,github finagle,2,1,0.32.1
com.github.wheaties,twotails-annotations_2.12.1,19-1-2017,github annotations,1,1,0.3.1
com.danhaywood.isis.domainservice,danhaywood-isis-domainservice-stringinterpolator,17-3-2014,,1,0,1.4.0
org.specs2,specs2-matcher_sjs0.6_2.13.0-M5,11-3-2019,matching specs testing,6,8,4.5.1
org.openwms,org.openwms.tms.domain.as,18-1-2013,,1,1,0.1
org.wso2.carbon.analytics,data-bridge,21-9-2017,data bridge analytics,64,0,2.0.79
com.payneteasy.superfly,superfly-remote-api,3-6-2020,remote api,54,7,1.7-14
io.qaclana,qaclana-server-options,16-2-2017,server io,1,0,0.1.6510815
org.digidoc4j.dss,dss-certificate-validation-rest-client,3-12-2019,rest client validation,1,1,5.5.d4j.1
net.lucubrators,honeycomb,24-2-2011,,2,0,0.51
net.sf.jmatchparser,jMatchParser-icu4j-chardet,30-9-2011,,1,0,0.1
com.github.adedayo.eclipse.sdk,org.eclipse.equinox.weaving.caching,1-10-2015,github eclipse sdk,1,0,1.0.400
com.github.insanusmokrassar,AutoPostPollsRatingPlugin,8-1-2020,github,6,0,0.4.0
im.ene.kohii,kohii,1-12-2019,android,12,0,1.0.0.2010004-B1
com.beachape,enumeratum_sjs0.6_2.10,31-12-2019,,39,342,1.5.15
com.evolvedbinary.j8fu,j8fu,26-6-2019,,25,7,1.23.0
com.github.sftwnd.crayfish,crayfish-core,25-5-2020,github,1,0,0.0.1
br.com.thiagomoreira.liferay.plugins,share-buttons-portlet,20-11-2014,plugin application portlet web webapp,3,0,1.3.0.0
org.wso2.carbon,carbon-parent,7-8-2020,,55,0,4.6.1-m7
me.soliveirajr,menta-queue,7-12-2012,queue,7,1,1.3.1
com.typesafe.akka,akka-pki_2.13,16-7-2020,actor akka distributed concurrency typesafe,3,1,2.6.8
me.jeffshaw.inotifywait,inotifywait_2.13,24-10-2019,,1,0,2.0
com.typesafe.akka,akka-parsing_2.12.0-M3,1-4-2016,actor parser akka distributed concurrency typesafe,2,1,2.4.3
ru.asubezdna,abyss-acquiring,4-8-2020,,7,0,1.6
net.exoego,aws-sdk-scalajs-facade-workdocs_sjs0.6_2.12,18-7-2020,aws amazon scalajs sdk scala,11,1,0.30.0-v2.715.0
org.jboss.narayana.arjunacore,arjunacore,10-7-2020,jboss,94,3,5.10.5.Final
software.amazon.awscdk,sdb,7-8-2020,amazon,120,0,1.57.0
net.bytebutcher,burp-lib,6-2-2020,library,1,0,1.0
org.snapscript,snap-external,27-1-2019,,17,0,1.4.6
org.immutables,func,19-6-2020,,89,3,2.8.8
net.n2oapp.platform,n2o-platform-jaxrs,10-7-2020,platform rest jaxrs,24,0,4.0.1
com.sksamuel.elastic4s,elastic4s-streams_2.13,24-4-2020,elastic streaming,1,0,5.6.11
org.srcdeps.core,srcdeps-core-buildconfig,4-7-2019,,47,0,5.0.1
org.http4s,parboiled_2.11,12-6-2019,http,4,1,2.0.1
org.apereo.cas,cas-server-webapp-session-hazelcast,8-2-2020,server hazelcast webapp,69,0,5.3.15.1
com.amirkhawaja,redisrqs-java,28-12-2016,,1,0,1.0.2
com.tinkerpop.blueprints,blueprints-neo4j2-graph,17-9-2014,graph,2,1,2.6.0
com.goikosoft.textprocessor,textprocessor,10-7-2020,,6,1,0.0.6
com.gitee.nuliing,rmq-api,5-4-2019,api,2,0,1.0.1
org.dominokit.domino.archetypes,archetypes,3-6-2019,archetype,5,0,1.0-rc.4
com.imalittletester,thewaiter,2-4-2018,,1,1,1.0
org.scalatestplus,scalatestplus-testng_2.13.0-RC3,1-6-2019,testing testng,1,0,1.0.0-SNAP7
com.github.wshackle,crcl4java-ui,1-5-2018,github ui,7,2,1.8
org.jupyter-scala,flink-yarn_2.11,9-5-2017,yarn hadoop scala,9,0,0.4.2
cn.playalot,reactivemongo-extensions-core_2.13,17-6-2020,extension mongodb,2,2,0.20.11
org.trimou,trimou-integration-tests,5-3-2016,integration testing,3,0,1.8.4.Final
nl.pvanassen,bplist,30-1-2016,,1,0,1.0.0
org.connectorio,addons,28-2-2020,,1,0,2.5.0
com.weirddev,scalalock-api_2.12,28-3-2019,api,3,2,1.0.6
com.github.kristofa,brave-jersey,6-5-2016,github webservice,18,0,3.7.0
com.lucadev.trampoline,trampoline-data-autoconfigure,10-12-2019,config data,5,1,20190628
com.sun.grizzly,grizzly-grizzlet-webserver,15-8-2011,webserver,48,0,1.9.16
com.metaring,framework-ext-broadcast-vertx,17-4-2019,framework vertx broadcast,1,0,1.0.0
com.google.api.grpc,proto-google-cloud-video-intelligence-v1p3beta1,24-6-2020,grpc google cloud video api rpc protocol,39,2,0.86.0
com.pig4cloud.spring.boot,mybatis-spring-boot,3-11-2019,spring persistence cloud,2,0,0.1.1
io.github.reporting-solutions,org.eclipse.birt.report.designer.ui.preview.test,11-5-2019,plugin github eclipse testing reporting ui report io,1,0,4.8.0
com.belerweb,youku-api,6-4-2013,api,1,0,1.0.0
fr.inria.powerapi,library,22-3-2013,library,7,20,1.5
io.nextflow,nxf-ignite,18-12-2018,io,104,1,18.12.0-edge
net.liftmodules,extras_3.1_2.11,14-5-2019,,3,0,1.1.3
eu.miltema,cp-scan,7-5-2019,scanning,3,1,1.0.1
com.github.lpezet.java,bufferediterator,28-9-2017,github,1,0,0.0.2
org.knowm.xchange,xchange-bitcoinaverage,7-7-2020,,33,1,5.0.1
org.defne,defne-security,28-7-2010,security,1,2,1.0.1
org.scala-js,scalajs-js-envs-test-kit_2.13.0-M3,27-11-2018,testing scala scalajs,7,3,1.0.0-M5
ar.com.siripo,arcache-backend-memcached,3-9-2019,memcached,6,0,1.2.0
com.github.spullara.redis,netty4-server,22-6-2013,database network github socket server netty redis,3,3,0.7
se.skltp.aggregatingservices.riv.clinicalprocess.healthcond.description,GetAggregatedCareDocumentation-schemas,12-12-2017,schema,17,1,1.3.1
org.oiue.services,actions,15-7-2017,service,2,0,1.0.1
org.odpi.egeria,design-model-spring,1-8-2020,model spring,10,2,2.1
org.dominokit.domino.archetypes,domino-gwt-single-module-archetype,3-6-2019,module gwt archetype maven ui,5,0,1.0-rc.4
org.scala-js,scala-junit-mixin-plugin_2.12.0-M5,1-7-2016,plugin testing junit scala,1,0,0.1.0
mockobjects,mockobjects-jdk1.3,20-9-2005,,3,13,0.09
org.typelevel,shapeless-contrib-common_2.9.2,2-3-2013,,1,2,0.1
co.touchlab,koin-test-js,30-12-2019,testing,4,0,3.0.2-khan
com.github.kompot,play2sec_2.10,29-11-2013,github,1,0,0.0.1
cool.arch.monadicexceptions,monadic-exceptions,27-1-2016,,1,0,1.0.0
cc.co.scala-reactive,reactive-web_2.9.2,8-1-2013,reactive web scala,1,0,0.3.0
com.andrelanouette.solr4j,solr4j-demo,22-8-2017,example search solr,3,0,1.0.2
com.codebullets.saga-lib,saga-lib-guice,28-10-2019,library dependency-injection,24,0,3.4.0
org.diirt,datasource-loc,27-2-2018,data datasource,2,4,3.1.7
com.datumbox,datumbox-framework-storage-mapdb,5-8-2020,framework storage,3,1,0.8.2
io.ktor,ktor-http,10-8-2020,io http,23,7,1.3.2-1.4.0-rc
net.avh4.util.di,magnum-di,3-10-2013,,2,0,1.0.0-rc3
com.kubuszok,useless-doobie_2.11,8-10-2018,,1,0,0.1.0
com.github.unafraid.telegram-apis,InlineMenuAPI,24-4-2020,github api,10,0,1.0.8
io.cettia.platform,cettia-platform-bridge-servlet3,19-3-2015,bridge servlet io platform,1,1,1.0.0-Alpha1
com.navercorp.volleyextensions,volley-requests,6-2-2015,,2,1,2.0.1
com.sandinh,akka-guice_2.12.0-M4,24-5-2016,actor akka dependency-injection distributed concurrency,1,0,3.1.3
net.sf.ingenias,httptransportjade,22-7-2012,,1,1,3.7
org.seleniumhq.selenium,selenium-opera-driver,29-5-2020,testing selenium driver,35,12,4.0.0-alpha-6
com.github.lpezet.antiope,parent,28-9-2017,github,1,0,0.0.6
org.extendj,extendj4,12-12-2018,,3,0,8.1.2
com.typesafe.akka,akka-cluster-sharding_2.12,16-7-2020,actor akka cluster distributed concurrency typesafe,63,28,2.6.8
com.typesafe,slick_2.10.0-RC3,23-11-2012,typesafe,1,2,0.11.2
com.github.zhou6ang.framework,bit-statemachine,5-6-2017,github framework,3,0,1.2.0
org.craftercms,crafter-social-sui-alt,2-4-2018,social,25,1,3.0.10
com.soywiz,korinject,18-1-2018,,4,1,0.5.0
org.calrissian.accumulorecipes,commons,18-10-2014,,3,11,2.0.0
io.github.matrixainetwork,rlp,25-9-2019,io github,3,1,1.0.2
org.realityforge.arez.spytools,arez-spytools,7-8-2020,,115,1,0.117
se.vgregion.vgr-rp-theme,vgr-rp-theme-system,6-3-2012,system,2,0,1.1
exo,exoplatform.portlets.core.navigation,22-11-2005,,1,0,1.0
com.tethys-json,tethys-circe_2.11,25-12-2019,json,1,0,0.11.0
com.walmartlabs.ollie,examples-parent,21-5-2019,example,5,0,0.0.31
com.danieltrinh,scalariform_2.11,15-4-2015,,2,1,0.1.6
org.wso2.carbon.mediation,org.wso2.carbon.mediation.light.initializer,30-7-2020,,86,1,4.7.60
com.tngtech.archunit,archunit-junit5-api,23-5-2020,testing junit api,13,14,0.14.1
kr.co.linkhub,closedown-sdk,27-5-2016,sdk,3,0,1.0.2
com.lucidchart,akka-actor-context_2.11,4-3-2017,actor concurrency akka distributed,1,0,0.2
com.thesamet.scalapb,protoc-bridge_2.13.0-RC1,25-5-2019,bridge,2,3,0.7.6
org.julienrf,endpoints-play-client_2.12,3-6-2020,client,15,1,0.15.0+90-108...
net.java.truevfs,truevfs-samples_2.12,25-10-2019,example,3,0,0.12.2
io.corbel.lib,queries-mongo,15-11-2016,library io mongodb,9,4,0.16.0
com.bbossgroups.rpc,bboss-rpc,1-8-2020,rpc,23,3,5.7.3
io.sugo.android,sugo-android-x5-sdk,8-10-2019,sdk io android,2,0,1.1.0
com.yxt.opensdk,library_http,26-12-2017,library http android,4,1,2.3
sh.almond,scala-kernel_2.13.2,5-8-2020,scala,6,0,0.10.5
com.marketo,marketo_plugin,2-11-2015,plugin android,2,0,2.1.0
org.ow2.bonita,bonita-api-impl,14-9-2009,api,4,3,5.0.M2
com.github.t3hnar,akkax_2.11,27-8-2016,github,4,0,2.3
io.buoyant,namerd-iface-control-http_2.12,10-6-2020,io http,38,1,1.7.4
com.github.hi-fi,tcp-mocker-server,3-8-2018,github server network tcp,6,0,0.0.6
com.helger,peppol-directory-client,13-5-2019,client directory,13,0,0.7.2
com.liferay,com.liferay.fragment.item.selector.api,25-6-2020,api,11,0,3.0.3
org.hawkular.apm,hawkular-apm-instrumentation-jvm,21-3-2017,instrumentation,12,3,0.14.4.Final
com.47deg,fetch-monix_sjs0.6_2.11,21-8-2018,,9,2,0.7.3
org.bsc.processor,java2ts-processor-archetype,12-2-2019,archetype processor maven,7,0,1.1.0
com.itv,scalapact-scalatest_2.13,2-4-2020,scala,5,0,2.3.17
org.staxnav,staxnav.docs.refguide,24-6-2011,doc,4,0,0.9.3
org.apereo.cas,cas-server-webapp-actions-aup-ldap,20-5-2016,server webapp directory ldap,1,0,5.0.0.M1
com.codecommit,shims_sjs1_2.13,9-8-2020,,1,1,2.2.0
com.liferay,com.liferay.segments.test.util,26-6-2020,testing,11,0,2.0.3
com.snowplowanalytics,nsq-java-client,3-8-2020,client,7,0,1.3.0
com.borjaglez,springify-security,9-9-2019,security,6,1,0.2.2
org.programmiersportgruppe.akre,akre-core_2.10,25-5-2016,,9,4,0.19.1
org.unittested,cassandra-test-project,18-6-2016,testing cassandra database,4,0,1.0.3
com.github.zhixiangyuan,boostpoi,8-12-2018,github,1,0,0.0.1
com.projectdarkstar.ext.com.jmonkeyengine,jme-gamestates,15-8-2011,,1,0,2.0-S1
io.github.msdk,msdk-search,24-11-2015,github io search,1,0,0.0.1
org.kill-bill.billing.plugin.java,payment-retries-plugin,31-10-2017,plugin,7,0,0.2.4
com.propensive,rapture-i18n_2.11,27-4-2017,i18n,10,2,2.0.0-M9
com.outr,googleapi-scala-js_sjs0.6_2.11,14-11-2018,scala,6,0,0.1.5
com.github.dawn9117,rlock-spring-boot-starter,17-4-2020,github spring starter,9,1,1.1.0
be.wegenenverkeer,atomium-format-java,28-7-2016,,10,2,0.8.4
org.opendaylight.bgpcep,topology-segment-routing,10-8-2020,routing,51,4,0.13.2
io.shardingsphere,sharding-jdbc-spring-boot-starter,3-1-2019,sql jdbc spring io starter,7,2,3.1.0
io.openliberty.features,mpOpenTracing-1.2,30-7-2020,io,21,5,20.0.0.8
com.datastax.oss,dsbulk-connectors-csv,21-7-2020,connector csv,1,2,1.6.0
com.savoirtech.hecate,hecate-karaf-parent,28-11-2017,osgi,16,0,4.0.0
com.github.kyrotiko,vokiller,21-3-2019,github,2,0,1.0.1.release
cocoon,cocoon-jfor,12-4-2006,web-framework,8,0,2.1.11
org.typelevel,jawn-json4s_2.10,6-1-2019,json,2,1,0.14.1
com.github.xenoby,util_2.12,25-3-2018,github,1,2,0.3.6-20-g0af...
me.crypnotic.messagechannel,messagechannel-velocity,22-12-2018,,1,0,3.0.0
com.dominikcebula.hadoop.ftp,hdfs-ftp,12-5-2017,network ftp hadoop,2,0,1.1
zone.dragon,base-wow-pom,27-3-2020,,26,0,3.0.42-805e4b
com.github.megafonweblab.histone,histone-acceptance-test-cases,26-1-2015,github testing,2,0,1.2.16
com.ryanharter.auto.value,auto-value-moshi,5-8-2019,,16,2,0.4.7
com.qingzhuge.framework,qing-framework-security-web,24-6-2020,security framework web,2,2,1.0.1
org.kuali.common,torque-templates,2-5-2013,,11,1,2.1.7
org.jogamp.gluegen,gluegen-rt,10-10-2015,,16,26,2.3.2
com.github.nicklaus4,zk-resource-toolkit,27-3-2019,github resource tools toolkit,1,0,1.0.2
org.xworker,xworker_web,1-6-2018,web,2,1,1.4.2
ch.maxant,genericconnector-api,5-10-2015,api,2,4,2.1.0
com.github.ksoichiro,androidformenhancer-tests,3-6-2014,github testing,1,0,1.1.0
com.github.scopt,scopt_sjs0.6_2.13.0-M5,27-12-2018,github command-line cli parser,3,89,4.0.0-RC2
